QGC WPL 110
0	0	0	16	0	0	0	0	34.7541198	-118.3343139	764.28	1
1	0	3	16	0	0	0	0	34.7541041	-118.3360898	50	1
2	0	3	16	0	0	0	0	34.7490002	-118.3345342	50	1
3	0	3	16	0	0	0	0	34.7488944	-118.3388257	100	1
4	0	3	18	4	0	0	0	34.7542716	-118.3390188	100	1
5	0	3	16	0	0	0	0	34.7597543	-118.339169	100	1
6	0	3	16	0	0	0	0	34.7582118	-118.3348024	100	1
7	0	3	16	0	0	0	0	34.7597189	-118.3292127	100	1
8	0	3	16	0	0	0	0	34.7490707	-118.3284831	100	1
9	0	3	19	300	0	1	0	34.7529846	-118.3331394	100	1
10	0	3	31	0	0	0	0	34.7556115	-118.3355212	30	1
11	0	3	17	0	0	0	0	34.7530023	-118.337667	15	1
